window,flow_count,flow_duration_mean,fwd_packets_mean,bwd_packets_mean,fwd_bytes_sum,bwd_bytes_sum,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_mean,bwd_iat_mean,syn_count,ack_count,rst_count,fin_count,psh_fwd_count,psh_bwd_count,urg_fwd_count,urg_bwd_count,packet_length_mean,packet_length_std,packets_per_second,bytes_per_second,down_up_ratio,active_mean,active_std,idle_mean,idle_std,infiltration_label,packet_count,unique_src_ips,unique_dst_ips,unique_src_ports,unique_dst_ports,ttl_mean,ttl_std,tcp_window_mean,tcp_window_std,payload_mean,payload_sum,payload_max,fragmented_packets,window_start_sec
107,829,14778262.927623643,5.143546441495778,4.002412545235223,277243,863067,1163211.6469391054,1381731.6689952323,104000000,0,1586002.5740887804,1111885.2579250878,112,280,131,10,112,0,0,0,67.04327641964909,92.6363091398398,,,0.5199034981905911,689298.2421741291,416349.0413073833,5148810.210627183,217057.28460240824,0,535.0,13.0,11.0,37.0,52.0,113.34953271028037,23.160635813365715,26440.717757009344,30165.867217283037,123.06728971962617,65841.0,1179.0,0.0,6420
108,1639,15065035.321537523,4.563148261134838,4.4472239170225745,366029,3494305,845375.9938143084,1283852.6613428618,58928730,0,1321740.1348938479,975512.7860840886,88,285,336,8,88,0,0,0,82.61536398481671,99.47577836485583,,206098.1150936588,0.7150701647345943,184807.0193497061,27316.637991895223,3750379.239200049,110240.77251453073,0,484.0,12.0,9.0,35.0,49.0,117.93801652892562,31.271870706866466,24114.613636363636,29798.270257604516,123.28512396694215,59670.0,1179.0,0.0,6480
109,459,13644146.575163398,4.180827886710239,2.4313725490196076,105285,143088,2557786.43726456,1233261.2683518906,60105221,0,2968036.1125665605,1209546.8000089151,76,211,45,11,76,0,0,0,47.40114558748736,57.97388245496841,,,0.4335511982570806,448949.06746055983,345075.4803958001,4770002.9227281315,416587.5684165758,0,486.0,10.0,10.0,35.0,49.0,113.01851851851852,24.081255632799422,24554.367432150313,29943.04436366303,127.94855967078189,62183.0,1179.0,0.0,6540
110,455,11791145.815384615,4.481318681318681,3.2945054945054943,146761,264065,1061879.3919267943,1134761.3664434205,58800000,0,1427160.2611081847,847498.6311876414,20,184,51,2,20,0,0,0,50.46759845289495,74.06144405436285,,1162617.6990335851,0.6,606803.616000648,159834.17308970194,3764992.9711464536,309854.52150562755,0,506.0,12.0,13.0,35.0,50.0,114.17391304347827,20.11810158022927,24031.322772277228,29836.78047750251,131.29446640316206,66435.0,1179.0,0.0,6600
111,700,16277881.075714286,5.922857142857143,5.632857142857143,215445,2403332,1466092.962611743,1645567.7437165345,60700000,0,2004357.922584595,1411844.869442141,81,171,130,9,81,0,0,0,76.89846850463815,88.32494753259871,,435168.30966305576,0.53,539365.4229029273,35184.81831663565,5807038.087564923,376431.7024769914,0,431.0,8.0,6.0,28.0,43.0,114.4060324825986,21.66445724477237,21870.253488372095,29512.419821866846,115.17633410672853,49641.0,1179.0,0.0,6660
112,1197,17104759.357560568,5.050125313283208,4.643274853801169,401044,1859587,1303876.3931848374,1360541.141252488,59100000,0,1819264.7885068273,1004954.0152731137,67,191,262,2,67,0,0,0,86.5191925463441,112.93388269735622,,,0.670843776106934,207870.3205892747,178509.322709759,5156002.177929564,304425.52442294464,0,507.0,16.0,13.0,38.0,52.0,112.90729783037476,28.099014759078024,21035.989939637828,29060.77431952393,306.0611439842209,155173.0,32120.0,0.0,6720
113,774,18907995.83204134,5.492248062015504,4.987080103359173,313448,1347474,1131678.858102777,1765733.8378116675,61345850,0,1733809.3352474489,1536030.7628579824,44,140,178,2,44,0,0,0,90.52387680780647,122.35464452565013,,,0.6886304909560723,300148.5612389631,301620.99987599766,5785717.7841913095,349682.11753850227,0,513.0,20.0,20.0,37.0,52.0,116.16959064327486,30.5560526690689,21122.608961303464,29187.75451007929,136.26120857699806,69902.0,3984.0,0.0,6780
114,604,11339291.703642383,4.400662251655629,3.7102649006622515,245390,534997,1438134.0112270657,1148939.7429728645,58846463,0,1711973.2224205346,682495.933120816,78,247,84,4,78,0,0,0,61.14211563774652,78.98231444397682,,272087.18065689557,0.5612582781456954,587535.1269726292,245062.9010489678,3883576.134306642,399099.41140427394,0,474.0,21.0,20.0,31.0,46.0,113.43459915611814,23.754223951693938,23654.008849557522,29716.544678319286,119.22995780590718,56515.0,1179.0,0.0,6840
115,663,14176038.621417798,4.926093514328809,4.092006033182503,228706,868858,1663010.7717502704,1202803.9689195747,64900000,0,2099702.6201315457,1208325.1996119614,96,268,95,16,96,0,0,0,63.056004134531676,83.03516038711116,,,0.497737556561086,376712.98955018894,327337.15858717903,4099257.128947745,230000.61164307402,0,495.0,23.0,24.0,33.0,48.0,113.15555555555555,39.72264730543354,21107.928571428572,29060.261992199732,110.08686868686868,54493.0,1179.0,0.0,6900
116,640,15227704.91875,5.196875,4.8703125,245473,1187878,1113971.6627467459,1379934.9478795032,94006388,0,1609202.1584664078,1111039.9921884055,56,147,104,4,56,0,0,0,81.83214162507187,103.68311265874203,,,0.634375,743619.1084469308,187873.2814026564,4836045.22231018,638695.9010224056,0,451.0,22.0,22.0,28.0,43.0,112.1729490022173,25.49834460761137,24132.038369304555,30240.220410719707,130.64523281596453,58921.0,1460.0,0.0,6960
117,1067,16993250.46579194,6.373945641986879,5.376757263355201,1306186,1769214,1509862.4286386066,1551405.328531512,59936604,0,1997836.7640372568,1179334.9481385367,67,179,238,10,67,0,0,0,86.2579721643506,114.19775817634864,,,0.6457357075913777,272672.7972502346,129760.91021286305,5411499.250977804,170811.71197985753,0,461.0,22.0,22.0,29.0,44.0,112.7939262472885,23.67191617092381,27599.37182448037,30963.361849319437,119.57266811279827,55123.0,1179.0,0.0,7020
118,613,14553045.882544862,5.357259380097879,4.301794453507341,691513,583340,1374709.6848011613,1432556.612549166,59400000,0,1850648.0484583215,888460.5427622871,51,148,92,13,51,0,0,0,73.90392323265269,95.58923505996297,,,0.6460032626427407,533406.6679560373,23019.60729780963,4552624.433464333,392449.45680146245,0,552.0,23.0,22.0,36.0,51.0,121.625,41.93455654550168,20509.898832684827,28406.164239966496,107.58695652173913,59388.0,1179.0,0.0,7080
119,695,15597518.471942445,5.615827338129496,5.1985611510791365,289906,1712617,929758.2287959802,1464880.8653571394,60132155,0,1460140.64210225,1378260.7102848033,61,176,148,8,61,0,0,0,91.3706281560338,119.82745292125368,,,0.6345323741007194,314905.91485544073,245467.9486564202,4871319.265338762,271441.4130102123,0,529.0,23.0,24.0,42.0,56.0,120.53497164461248,39.3557397103981,19095.789046653143,28021.65138055964,104.53308128544424,55298.0,1179.0,0.0,7140
120,782,19855104.460358057,6.20460358056266,6.255754475703325,353719,2709318,2209351.365249008,1816910.826799433,59800000,0,2730930.0109246136,1225194.188872602,71,154,196,2,71,0,0,0,95.65043326879183,127.55169427370895,,,0.6099744245524297,543571.868825791,280857.89934341,7115582.553606347,1261724.0739806574,0,447.0,23.0,23.0,32.0,46.0,111.95078299776286,28.31267274077717,23670.255583126553,30137.859607032842,125.73601789709173,56204.0,1460.0,0.0,7200
121,333,10263262.861861862,4.75975975975976,3.714714714714715,132338,209476,2046329.9530550607,918811.268002889,59936384,0,2405398.220572034,1259605.3801699441,42,102,25,10,42,0,0,0,71.36771763429189,97.70487730586908,,329701.6648531504,0.4774774774774775,556869.415618748,64742.41887872747,3373595.611665445,169324.9120559694,0,457.0,22.0,21.0,29.0,44.0,111.7855579868709,24.415760327591094,23301.75413711584,29583.617704072898,114.71553610503283,52425.0,1179.0,0.0,7260
122,714,18028474.04901961,5.697478991596639,4.9789915966386555,290533,1310227,1242117.7950572728,1386030.5837272308,59900000,0,1722058.367544648,1188272.9618885054,43,140,189,1,43,0,0,0,91.03026537207185,126.64615852947534,,,0.6148459383753502,517024.46304653975,187351.99337282297,4675698.2403906,222732.1975420455,0,552.0,29.0,27.0,39.0,55.0,114.07427536231884,26.461215487270877,21338.1673151751,28944.175757480873,283.77536231884056,156644.0,27740.0,0.0,7320
123,603,15549555.626865672,4.681592039800995,3.900497512437811,162608,649164,2615989.6564316065,1167141.76672615,59936359,0,2959154.2762068748,939042.3836382625,55,120,93,2,55,0,0,0,72.60162537035174,93.63271426122836,,115611.69932729463,0.648424543946932,374546.2289102143,36219.971105539465,5476588.265328642,306066.8219863196,0,476.0,25.0,23.0,33.0,47.0,115.80252100840336,33.33730128233285,22212.25114155251,29635.674632455488,135.49789915966386,64497.0,3984.0,0.0,7380
124,399,17109725.944862157,5.461152882205514,5.0551378446115285,195287,894880,1853345.9030058866,1434589.447327354,60009848,0,2347393.7011801503,1152179.5859704183,19,102,73,2,19,0,0,0,80.56899185783834,107.13276025816641,,1158638.4871508626,0.5588972431077694,551539.5167423578,304055.0547946459,4600719.035093752,589576.3941884427,0,459.0,24.0,22.0,31.0,46.0,112.42919389978213,25.001940920365854,23007.86214953271,29506.054283628746,111.53812636165577,51196.0,1179.0,0.0,7440
125,1674,15386640.018518519,4.556152927120669,4.07168458781362,400479,2323799,819503.7270878099,1199458.9023970827,60000000,0,1287029.7800089053,995875.5151910327,83,239,380,10,83,0,0,0,79.34846892472933,100.09607582625962,,,0.7096774193548387,163354.45843335314,168016.74115931333,3774413.979917625,119311.99368633641,0,471.0,23.0,22.0,30.0,45.0,117.3036093418259,35.06460857016625,22301.07816091954,29491.367716600045,110.06369426751593,51840.0,1179.0,0.0,7500
126,989,15524912.042467138,6.061678463094035,6.945399393326593,388256,5590515,1630688.7737455734,1055253.6757433948,89900000,0,2053976.3901841394,883024.9488488438,62,240,202,4,62,0,0,0,92.1902685362278,113.03172380524612,,,0.6258847320525783,283934.195311472,137975.51047280012,3780710.675892872,155365.14541435314,0,480.0,20.0,20.0,28.0,42.0,112.38333333333334,23.654059782398516,23330.01126126126,29885.329277954945,108.53958333333334,52099.0,1179.0,0.0,7560
127,1070,15749697.637383178,5.05607476635514,4.828971962616823,319085,2113416,893214.0828886064,1239741.412746733,65300000,0,1360887.9405780942,1123156.0254771027,74,314,239,7,74,0,0,0,76.44394059293401,103.4054072351644,,,0.6345794392523364,223228.22675745914,198594.24762055915,4277160.678734828,215410.45288101805,0,558.0,27.0,22.0,39.0,54.0,113.93906810035843,23.788563261333,21338.418079096045,28901.229245620314,116.84229390681004,65198.0,1179.0,0.0,7620
128,560,11424967.425,4.316071428571429,2.8910714285714287,186958,275972,1878056.557174049,775574.502159344,59800000,0,2175058.0397154354,611302.2129281405,81,249,66,8,81,0,0,0,52.43722624735661,74.29932133795197,,,0.45714285714285713,235937.92907200163,153309.86628923446,3369358.769180696,99372.88792128753,0,475.0,19.0,19.0,32.0,47.0,116.61684210526316,30.903970811978038,20963.48558758315,29107.702624359157,113.66315789473684,53990.0,1179.0,0.0,7680
129,654,8095348.3608562695,189.7981651376147,84.25993883792049,144530588,1338075,1633994.1779211017,890497.804675194,64900000,0,1883041.4709378714,695440.5632540875,37,152,175,0,37,0,0,0,54.62612988316268,65.49274007395383,46488.35789396652,502412.67565879045,0.6590214067278287,422366.3829265668,258160.9244769975,3064201.7963834084,156927.12401325052,0,444.0,14.0,13.0,25.0,39.0,113.93243243243244,22.414521502930995,24722.208333333332,30425.50706764123,128.7454954954955,57163.0,1179.0,0.0,7740
130,434,12487035.970046083,4.820276497695852,3.9907834101382487,183413,702093,1210377.7665636807,998517.4080636943,58917172,0,1561234.127703954,667965.6614602798,70,163,70,4,70,0,0,0,70.86541657879539,94.91350457600484,,102354.89691087259,0.49078341013824883,357136.7521115725,296942.9129641594,3210370.380406347,470715.99711939,0,398.0,8.0,8.0,28.0,42.0,113.47738693467336,24.69732628541788,23373.92327365729,29948.110702093836,127.70603015075378,50827.0,1179.0,0.0,7800
131,1151,13970159.555169418,5.054735013032146,5.572545612510861,720944,3971353,1042906.1622535866,1173038.3447339095,60110271,0,1468852.9588070444,961345.3904604327,33,97,207,0,33,0,0,0,89.19811374261434,100.25773739300669,,,0.8053866203301477,328107.5966248554,114810.46607484989,4674731.072631933,220130.10832763245,0,384.0,6.0,6.0,25.0,40.0,114.5859375,22.339720041822318,22803.68062827225,29868.89360960728,140.52083333333334,53960.0,1460.0,0.0,7860
132,1370,17865950.27518248,5.047445255474453,4.964233576642336,515105,2481000,1144740.7500141696,1562078.6036442956,59501003,0,1698802.2309026422,1075398.6950455687,57,142,328,2,57,0,0,0,92.12207285770583,123.88903088087503,,,0.7306569343065693,170668.58623836085,113257.41458828334,5940363.210178004,113646.57053734174,0,449.0,14.0,10.0,36.0,50.0,116.39866369710468,25.581087775576258,20840.733634311513,29110.728195135565,189.01113585746103,84866.0,10220.0,0.0,7920
133,422,8971752.111374408,4.267772511848341,2.699052132701422,116913,213154,1317249.1023846436,1520897.3189448223,59900000,0,1680169.0824300658,645487.3389880434,58,177,44,3,58,0,0,0,59.46974072614123,72.5033241384519,,,0.43838862559241704,401703.86845676013,339917.44232812856,3658236.9529841407,247856.23833546948,0,36209.0,17.0,17.0,49.0,64.0,112.42884365765417,11.48247540273401,2248.5422295897224,4240.236583321576,980.1137010135602,35488937.0,35040.0,0.0,7980
134,859,16007716.848661235,5.69383003492433,6.339930151338766,425069,4002406,2034770.083748196,1413701.454615746,104326062,0,2547596.9337838455,1216569.5956745346,68,244,148,5,68,0,0,0,78.27682184443341,95.8432211626298,,,0.6449359720605355,507735.1852980857,69689.3159951367,5015699.481488505,280068.7823228614,0,564.0,12.0,11.0,43.0,59.0,127.75709219858156,44.501695771293825,20299.898576512456,28267.161152866083,114.57446808510639,64620.0,1179.0,0.0,8040
135,1042,10402519.099808061,4.256238003838772,3.325335892514395,238514,1245211,765075.0270260609,949372.5992212207,59834510,0,1057769.286291845,738714.9865855622,127,289,172,18,127,0,0,0,70.96986818120394,90.43502273249405,,,0.5930902111324377,422318.9528636688,83602.58462173918,3370043.532227001,115278.63198215948,0,544.0,17.0,16.0,44.0,58.0,118.64889705882354,31.44634822138873,20143.728782287824,28654.36686584929,119.46507352941177,64989.0,1460.0,0.0,8100
136,788,16697771.11928934,4.927664974619289,4.549492385786802,338654,951211,889785.3302899027,1431840.7458541158,60024327,0,1451339.1852802783,1214823.7062565908,40,119,179,6,40,0,0,0,82.91309310549214,111.99357208750203,,,0.6510152284263959,309587.14049371134,96632.34183426775,4884102.316335064,282079.79684060224,0,515.0,12.0,12.0,37.0,52.0,113.33980582524272,25.998485962374115,18820.514734774068,27865.577250475963,314.5495145631068,161993.0,27740.0,0.0,8160
137,606,15172538.793729372,5.925742574257426,4.612211221122112,280526,764925,2267313.353160017,1102279.775067922,58913789,0,2676321.560315625,743916.8812708338,43,151,187,2,43,0,0,0,89.461942444417,138.294112067067,,,0.47029702970297027,666783.0920689102,354219.93330925587,5267226.216486613,245785.02820130327,0,456.0,10.0,10.0,31.0,46.0,114.18201754385964,20.194215935243715,22945.269736842107,29361.472144269756,126.25438596491227,57572.0,1179.0,0.0,8220
138,1196,16597073.29013378,5.583612040133779,5.632107023411371,532736,2814367,1060518.4132194638,1759536.0863320294,86834043,0,1677679.2091446372,1370046.198221012,81,228,372,4,81,0,0,0,91.16598478146045,130.26886657278797,,,0.6580267558528428,403286.3955285156,64806.82261197297,5855562.072979582,638584.0463288936,0,483.0,9.0,9.0,35.0,50.0,118.17184265010351,28.696607902395364,21912.779625779625,28914.63720486277,125.53623188405797,60634.0,1460.0,0.0,8280
139,1483,15381127.447066756,5.44571813890762,5.48347943358058,454944,4650069,784285.2183207222,1394029.2229765065,59000000,0,1262319.948609647,946489.8792196932,98,280,370,11,98,0,0,0,91.81850433376762,117.16551068714863,,,0.6783546864463924,275458.49772343726,138293.44280981543,5093710.525355391,264368.4833608384,0,490.0,11.0,11.0,33.0,48.0,115.61428571428571,23.38904100778405,18846.545643153528,28253.84156609849,331.78163265306125,162573.0,35040.0,0.0,8340
140,762,21255038.9671916,6.989501312335958,14.79265091863517,476546,10828511,2098504.007156016,2128234.909594774,60049902,0,2814895.6162152262,1407673.5427630767,60,175,203,2,60,0,0,0,96.8500636334118,134.92920963757808,22535.47419489356,241407.71955627238,0.636482939632546,340177.88812832406,99132.77325165836,7639011.2633167,169420.35394641603,0,549.0,12.0,12.0,46.0,59.0,114.81420765027322,23.920071023605264,23026.875464684013,28118.680457643488,113.45901639344262,62289.0,1179.0,0.0,8400
141,629,8533705.3227345,4.0651828298887125,2.728139904610493,153206,410060,890698.1723073061,893429.1908550368,60300000,0,1253533.28052704,773283.3370962604,90,241,61,10,90,0,0,0,65.98810273542416,69.32816926883164,,,0.5421303656597775,212912.94726593775,159622.6341695766,2646084.843988073,279844.94795359607,0,438.0,8.0,7.0,29.0,43.0,114.17351598173516,20.645244397044628,25746.285388127853,29805.202073450037,128.31963470319636,56204.0,1179.0,0.0,8460
142,1100,18738503.914545454,5.010909090909091,4.378181818181818,413490,1535045,1327775.2423175464,1766533.5027264196,70672523,0,1877765.7178124154,1286044.0033827538,149,313,196,17,149,0,0,0,78.04426222153346,97.99979895040092,,,0.61,307575.9387118782,221051.44929310158,5930278.539766713,331899.1480521041,0,523.0,11.0,11.0,36.0,51.0,115.40917782026769,22.16804662312801,22680.41586073501,29420.306390577996,320.91969407265776,167841.0,27283.0,0.0,8520
143,822,18660390.255474452,5.367396593673966,5.181265206812652,309938,1980210,1544842.010387643,1516152.854673342,90517329,0,1960899.6636611612,1442968.2846637727,75,159,157,6,75,0,0,0,86.43254865405986,107.7410771832731,,,0.6435523114355232,188499.66580395948,130302.04199722242,5676436.277413535,244844.03053476856,0,429.0,9.0,8.0,30.0,45.0,118.4895104895105,29.759990186176385,22899.08624708625,29771.982584373298,126.64102564102564,54329.0,1179.0,0.0,8580
144,574,19384525.42857143,5.735191637630662,5.445993031358885,289479,1330183,1625931.221929538,1971495.6227771016,59900000,0,2229703.171524426,1536322.5024358535,44,144,96,2,44,0,0,0,76.30529078087457,96.66349604956133,54794.39659768555,617925.7175991696,0.6306620209059234,525024.0878054736,64935.17545593934,5820486.652116625,408778.7936680389,0,464.0,9.0,8.0,30.0,45.0,112.9375,22.72928233310436,24984.691810344826,30038.640811804053,137.44396551724137,63774.0,1179.0,0.0,8640
145,1393,17052081.358937547,4.925340990667624,4.735104091888012,489822,2587747,1011730.0680143201,1441067.2360390052,59000000,0,1518260.98846222,1087065.2961304819,138,343,314,14,138,0,0,0,85.87523382561099,112.82391208941185,,,0.6590093323761665,127329.17801386362,104573.18234031723,4869106.161046198,215115.38717142836,0,566.0,15.0,16.0,42.0,57.0,118.3851590106007,34.442976738543344,21579.533697632058,29306.150695959423,308.2173144876325,174451.0,21900.0,0.0,8700
146,614,14465915.716612378,5.343648208469055,4.736156351791531,252301,1373681,1558309.441562243,967292.5915559251,59936022,0,1943687.1508523715,946509.874474672,71,184,60,6,71,0,0,0,65.46537580366498,80.1972573554697,,,0.5765472312703583,337954.5242523204,307409.58446186164,3651818.5502997343,509024.3333148565,0,539.0,14.0,15.0,42.0,58.0,114.58070500927644,21.03887529910951,20243.71828358209,28447.569994360485,131.22448979591837,70730.0,1717.0,0.0,8760
147,1110,19000729.602702703,5.8297297297297295,6.2981981981981985,375366,4248582,1038763.6546165338,1776832.6128538917,59946932,0,1722729.0461760887,1592991.3562682027,63,230,233,7,63,0,0,0,85.5522823735891,106.40671565077369,,,0.6954954954954955,515323.4757010489,63556.368542532866,5894514.083672071,248301.19678048673,0,490.0,11.0,9.0,35.0,50.0,115.1734693877551,20.936375283812225,22608.457142857143,29352.302253798833,131.83265306122448,64598.0,1179.0,0.0,8820
148,948,15585892.579113925,5.069620253164557,5.046413502109704,304187,2707897,1571703.747969255,1443036.9436141774,60000000,0,2082953.029085995,972648.9928643015,107,237,171,7,107,0,0,0,82.37857849140244,109.69703023114484,,,0.5938818565400844,243522.2121691756,194010.78060255304,5204159.833081721,984101.4194724845,0,5710.0,55.0,53.0,231.0,245.0,172.96549912434327,61.33326888984944,20736.78161764706,26893.627553218583,624.1907180385289,3564129.0,23360.0,0.0,8880
149,769,15866149.715214564,4.694408322496749,3.879063719115735,209764,872086,1501199.557397533,1558239.5821641362,85509708,0,2000409.7206320844,1554397.2935478091,65,240,116,4,65,0,0,0,67.54358352850754,88.20697726686346,,,0.540962288686606,207514.13700224573,112944.90585534378,4372735.08265547,336922.55621968705,0,997.0,39.0,39.0,92.0,107.0,140.41825476429287,56.662732450512145,19512.057026476577,27750.203798845814,82.76028084252758,82512.0,5035.0,0.0,8940
150,705,15229891.761702128,5.036879432624113,3.8680851063829786,215025,968633,996605.2746977301,1516236.0328566027,59900000,0,1496003.0145201902,883812.9049997397,98,224,131,13,98,0,0,0,70.97479672053461,95.32418963963335,,,0.4921985815602837,312138.66578549024,242424.86698944654,4952633.6859515505,391200.39433415333,0,759.0,36.0,36.0,72.0,84.0,126.67193675889328,48.2073811700897,20217.606425702812,27858.921730034228,89.53754940711462,67959.0,5189.0,0.0,9000
151,642,14156593.302180685,4.1526479750778815,3.730529595015576,139113,1035443,2442106.283275431,1183645.8949372205,58922614,0,2904211.768018362,828457.0637415719,43,164,106,1,43,0,0,0,72.32529638884954,86.76634516213161,,242365.20655455734,0.6074766355140186,308154.4841806429,19048.667887788306,4549978.235307009,164807.66441730305,0,699.0,30.0,28.0,59.0,73.0,122.01001430615165,37.86283739293612,20302.98981077147,28366.886479754692,251.74964234620887,175973.0,30660.0,0.0,9060
152,579,8106025.5768566495,3.618307426597582,2.7823834196891193,153558,290909,786563.0153972083,651679.3948350247,59937280,0,1062014.1531481086,813052.2904522751,31,98,63,1,31,0,0,0,62.687951469332816,70.49515811437566,,232569.84929348604,0.7046632124352331,393326.8043941987,468985.2831093388,1909904.8835701165,131886.21757955727,0,618.0,16.0,15.0,43.0,58.0,118.66990291262135,28.58359913829649,25049.885993485343,29516.196345974648,140.8009708737864,87015.0,1333.0,0.0,9120
153,980,18222204.921428572,6.438775510204081,7.104081632653061,427255,5203189,1071390.1147293944,1354371.4875065545,59300000,0,1669886.226752393,1165353.6961332145,68,195,241,4,68,0,0,0,106.91642773673898,127.48293774822663,,,0.6581632653061225,227796.8399366308,226538.99977597687,4531982.82039556,146272.41567261124,0,616.0,14.0,13.0,44.0,59.0,120.86363636363636,33.9686260184987,24392.049019607843,29383.26573473722,130.5957792207792,80447.0,1179.0,0.0,9180
154,824,19138065.066747572,4.799757281553398,4.842233009708738,242765,1915554,1949971.297391855,1604433.631777151,80400000,0,2549979.000216185,1376254.9279659595,41,125,166,2,41,0,0,0,83.29892717001651,99.8958857709074,,624529.958477734,0.7475728155339806,408555.5008630372,212892.42089011314,5814013.69797136,383110.23376144655,0,461.0,8.0,8.0,31.0,47.0,120.32537960954447,32.491644178644925,25814.781181619255,30005.107001205113,135.9761388286334,62685.0,1179.0,0.0,9240
155,320,12602358.51875,4.43125,2.884375,96981,125151,1606089.3525292338,1440762.5338914806,59918696,0,2069666.6757234938,1374870.4255099767,17,143,48,2,17,0,0,0,54.214502513030936,75.68124702659875,,73807.89907884589,0.4375,347970.16451368615,236827.0183207288,3886663.079853612,406131.5449661952,0,499.0,7.0,7.0,32.0,47.0,124.09418837675351,38.64176354479689,24804.286868686868,29776.720363563338,135.36673346693388,67548.0,1179.0,0.0,9300
156,291,12148794.154639175,4.986254295532646,3.082474226804124,127992,122482,1844798.5840269858,1105504.6618095809,59937172,0,2252237.2174532493,958577.2828132996,57,159,24,5,57,0,0,0,50.060586145081444,73.93149802108454,,,0.3951890034364261,1828351.2960403562,360286.64093016664,3806033.650037332,176869.34744061052,0,598.0,13.0,13.0,43.0,57.0,118.08695652173913,34.30764056944157,20533.692832764504,27832.109317864404,293.68896321070235,175626.0,29200.0,0.0,9360
157,1329,13692090.761474794,4.9405568096313015,4.672686230248307,446646,2518281,1106295.7536190378,1093438.7342785534,59000000,0,1481413.958385148,804242.9041520432,94,206,279,13,94,0,0,0,77.9420624517237,101.67064873630444,,338284.6972984696,0.6689240030097818,121790.88863632875,88430.9175729125,4304776.576524971,131294.51705870283,0,4854.0,50.0,47.0,243.0,257.0,155.7707045735476,68.9110103155791,7490.502427184466,14215.336388369858,637.3077873918418,3093492.0,2203.0,0.0,9420
158,1210,10247075.885950413,3.930578512396694,3.7851239669421486,328100,1961449,789595.7482867648,1280738.2480138047,92012034,0,1242984.9113093594,875245.792089884,54,138,258,2,54,0,0,0,86.81088374283604,107.73974912236653,,,0.7330578512396694,196328.68923895617,166173.65315784953,4249012.516932306,199365.65069786043,0,742.0,39.0,40.0,68.0,83.0,126.28301886792453,47.486464667698954,19269.38263229308,28017.951110629634,94.99191374663073,70484.0,1179.0,0.0,9480
159,442,13650372.963800905,5.839366515837104,4.131221719457014,222554,277397,1776831.9806521984,1132867.3023486142,58936434,0,2067476.8862033298,627005.6466947284,45,135,67,0,45,0,0,0,68.8952453488138,91.95405797577918,,906838.5819244176,0.581447963800905,385962.38735088444,311931.69229800755,4292115.902094931,407618.96797773574,0,794.0,45.0,43.0,76.0,92.0,124.48992443324937,41.999165598441046,19807.220077220078,27920.906040416045,246.39168765743074,195635.0,27283.0,0.0,9540
160,657,15092772.528158296,5.9132420091324205,28.0,209358,23913911,1554462.8465751244,1326412.3888844359,60000000,0,2040602.4696948205,1264272.219999707,70,186,116,4,70,0,0,0,87.02159106391568,101.12742554538127,,,0.665144596651446,316247.72691169987,180057.367960766,5232364.225360711,171347.2758779404,0,655.0,27.0,29.0,58.0,72.0,118.86259541984732,37.15678068740161,22638.4046875,29078.95875738051,115.18320610687023,75445.0,1179.0,0.0,9600
161,760,14144199.718421053,5.635526315789473,5.502631578947368,299794,1970804,930580.0387186933,1110917.9276881416,58937073,0,1299583.9204832423,781995.5871210655,41,146,163,3,41,0,0,0,85.54870087913908,114.79044886221473,,175185.7692848058,0.6092105263157894,290594.634167852,166904.43779121633,4247837.215911319,318748.925215378,0,472.0,15.0,9.0,37.0,50.0,119.13347457627118,33.14481482351542,25631.510729613732,30129.060744452276,147.27118644067798,69512.0,1460.0,0.0,9660
162,1167,11032346.341902314,5.277634961439588,13.149100257069408,498932,16631356,1124855.9982006755,1114214.8318068956,73554880,0,1472312.8043486897,1014632.7610057954,51,334,153,2,51,0,0,0,72.18653272747575,108.5987205929874,,,0.5955441302485004,216834.1231441438,166230.5416155915,3695558.9706766615,214233.1246378676,0,582.0,16.0,12.0,40.0,55.0,118.8659793814433,30.662943217062402,22869.416666666668,29551.230867971874,303.0412371134021,176370.0,35040.0,0.0,9720
163,1415,9908665.048056537,4.884098939929329,4.224028268551237,579506,1927275,926957.2508528436,1030590.2316170186,87900000,0,1173245.535262074,588767.1437034175,81,396,175,7,81,0,0,0,71.89925629556438,108.80237844596404,,,0.5773851590106007,284519.7244826738,66247.06060259808,3205641.074459523,330752.4596974945,0,476.0,10.0,8.0,33.0,49.0,123.43487394957984,37.58770742767225,25776.26906779661,30247.847333025424,130.2310924369748,61990.0,1179.0,0.0,9780
164,1440,8658041.465277778,4.6090277777777775,3.636111111111111,620260,1190301,668717.6039097903,1084388.896345841,104000000,0,939936.0500519472,782855.8562721901,89,475,165,10,89,0,0,0,69.18730709325243,106.97916238375423,,,0.5222222222222223,304639.0846541291,128800.20125678208,2990375.7671705782,266585.7847172323,0,516.0,9.0,10.0,35.0,50.0,122.59108527131782,36.122787337544864,26669.848722986248,30498.45453065723,138.4031007751938,71416.0,1179.0,0.0,9840
165,1848,11815871.9004329,4.630411255411255,3.9009740259740258,690446,1592742,1046549.1449482361,1059919.9560759726,104000000,0,1398540.1572666797,742276.743327279,61,372,303,4,61,0,0,0,78.38721480086303,117.02478646456065,,,0.6325757575757576,192817.00410852177,60461.141471156494,3700398.101658496,209003.24778500586,0,648.0,11.0,11.0,47.0,62.0,131.36111111111111,47.25993594573582,19200.979623824453,28066.62472126782,265.9104938271605,172310.0,29200.0,0.0,9900
